Student_ID,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level_Encoded,Academic_Performance_Encoded
1372,7.8,1.9,7.5,1.1,5.7,3.18,1,2
1373,9.1,2.2,5.7,4.6,2.4,3.17,2,2
1374,7.6,0.5,9.7,1.1,5.1,3.07,1,2
1375,6.3,1.6,6.9,4.8,4.4,2.69,1,1
1376,6.3,2.0,5.7,3.7,6.3,2.91,2,1
1377,7.8,2.9,9.7,3.3,0.3,3.09,1,2
1378,9.5,3.9,9.3,0.1,1.2,3.28,2,2
1379,9.7,1.7,5.0,2.7,4.9,3.47,2,2
1380,6.7,1.9,8.1,5.2,2.1,2.88,1,1
1381,8.3,1.7,9.1,4.4,0.5,3.26,2,2
1382,6.4,0.2,8.3,5.2,3.9,2.75,1,1
1383,5.8,3.2,9.3,5.2,0.5,2.96,0,1
1384,6.6,2.2,5.3,0.3,9.6,2.94,2,1
1385,8.6,1.8,6.3,1.1,6.2,3.2,2,2
1386,7.4,1.4,6.6,5.8,2.8,2.87,1,1
1387,8.2,0.1,7.2,5.3,3.2,3.12,2,2
1388,8.8,2.4,7.9,0.3,4.6,3.26,2,2
1389,5.7,2.5,6.0,3.0,6.8,2.5,0,1
1390,9.7,3.4,8.6,0.2,2.1,3.53,2,3
1391,5.5,2.0,5.8,5.9,4.8,2.82,2,1
1392,6.8,2.6,5.6,2.6,6.4,2.77,2,1
1393,6.4,3.6,5.2,5.5,3.3,2.86,2,1
1394,8.9,0.1,9.8,2.7,2.5,3.51,2,3
1395,6.5,1.5,5.3,5.9,4.8,3.0,2,2
1396,7.2,3.8,6.2,3.2,3.6,3.02,1,2
1397,7.4,2.8,5.3,1.2,7.3,3.25,2,2
1398,5.9,2.3,6.1,5.2,4.5,2.72,0,1
1399,9.7,2.1,6.8,1.3,4.1,3.55,2,3
1400,9.7,1.6,8.5,2.1,2.1,3.87,2,3
1401,7.6,1.1,7.3,2.8,5.2,3.2,1,2
1402,6.6,0.2,7.5,3.3,6.4,3.02,1,2
1403,5.8,3.0,9.9,5.0,0.3,2.93,0,1
1404,8.5,1.8,7.7,5.1,0.9,3.23,2,2
1405,7.4,1.5,7.5,3.5,4.1,3.33,1,2
1406,5.5,2.4,5.6,0.5,10.0,3.11,2,2
1407,7.6,1.6,7.9,0.5,6.4,2.89,1,1
1408,9.9,2.2,8.4,1.1,2.4,3.43,2,2
1409,5.5,3.9,6.4,2.5,5.7,2.8,0,1
1410,9.1,2.1,6.4,0.4,6.0,3.37,2,2
1411,5.8,3.6,8.4,1.5,4.7,2.91,0,1
1412,7.9,1.6,6.8,1.3,6.4,3.1,1,2
1413,8.3,3.9,5.9,3.5,2.4,2.95,2,1
1414,6.3,3.3,7.4,3.3,3.7,2.52,1,1
1415,6.5,0.7,5.4,4.3,7.1,3.1,2,2
1416,7.0,1.7,7.3,2.2,5.8,2.85,1,1
1417,5.5,1.2,8.3,4.0,5.0,2.76,0,1
1418,6.0,0.8,5.1,5.4,6.7,2.54,2,1
1419,6.1,0.9,6.4,0.8,9.8,2.79,1,1
1420,5.7,2.6,6.7,4.2,4.8,2.9,0,1
1421,7.8,1.0,8.3,0.7,6.2,2.69,1,1
1422,6.3,2.4,9.4,5.9,0.0,3.22,1,2
1423,8.0,1.6,6.1,1.5,6.8,2.75,1,1
1424,9.6,1.5,6.9,2.3,3.7,3.37,2,2
1425,9.2,2.6,8.1,1.4,2.7,3.39,2,2
1426,7.0,2.0,8.3,0.1,6.6,3.27,1,2
1427,9.4,1.8,6.7,0.8,5.3,3.37,2,2
1428,7.0,2.7,7.1,5.8,1.4,2.47,1,1
1429,8.0,3.2,5.5,2.4,4.9,3.36,2,2
1430,9.3,0.3,5.4,5.1,3.9,3.02,2,2
1431,6.1,2.7,7.7,5.0,2.5,3.04,1,2
1432,7.1,1.3,8.0,5.6,2.0,3.08,1,2
1433,9.2,4.0,5.1,0.6,5.1,3.62,2,3
1434,6.4,1.0,8.9,0.3,7.4,3.04,1,2
1435,6.8,2.0,7.8,4.4,3.0,3.27,1,2
1436,7.9,2.2,8.2,1.5,4.2,2.87,1,1
1437,5.4,0.5,6.1,3.0,9.0,2.91,0,1
1438,8.9,1.4,7.0,2.4,4.3,3.5,2,3
1439,6.0,0.2,8.0,5.9,3.9,2.76,1,1
1440,9.1,2.8,9.7,1.0,1.4,3.53,2,3
1441,8.3,1.9,8.2,2.5,3.1,3.25,2,2
1442,7.6,3.2,8.7,3.0,1.5,2.86,1,1
1443,5.6,2.9,7.5,5.4,2.6,2.98,0,1
1444,5.7,3.0,5.0,1.0,9.3,2.42,2,1
1445,7.9,2.9,9.6,2.5,1.1,2.99,1,1
1446,5.0,0.5,7.7,4.1,6.7,3.07,0,2
1447,7.1,2.9,7.6,0.4,6.0,3.15,1,2
1448,8.6,3.6,5.6,5.9,0.3,3.21,2,2
1449,6.0,0.0,10.0,1.7,6.3,2.7,1,1
1450,7.9,3.6,6.6,4.0,1.9,3.29,1,2
1451,5.9,2.5,6.7,1.3,7.6,2.7,0,1
1452,9.5,1.6,6.2,2.7,4.0,3.32,2,2
1453,6.6,3.0,9.9,2.0,2.5,3.03,1,2
1454,5.8,2.8,7.6,3.9,3.9,3.09,0,2
1455,9.4,1.8,9.5,2.5,0.8,3.91,2,3
1456,6.6,3.9,8.3,0.2,5.0,2.93,1,1
1457,6.6,2.5,5.3,0.1,9.5,2.6,2,1
1458,7.2,1.1,5.8,4.1,5.8,2.96,2,1
1459,7.6,0.8,6.6,3.6,5.4,3.3,1,2
1460,8.6,2.7,7.4,3.4,1.9,3.45,2,2
1461,5.2,2.5,8.9,3.0,4.4,2.51,0,1
1462,8.2,2.8,9.4,1.2,2.4,3.06,2,2
1463,8.8,2.2,9.4,1.9,1.7,3.85,2,3
1464,8.7,3.9,5.4,0.3,5.7,3.42,2,2
1465,9.7,2.1,8.1,2.0,2.1,3.49,2,2
1466,8.7,1.2,6.5,5.0,2.6,3.25,2,2
1467,5.4,3.5,6.3,3.6,5.2,2.85,0,1
1468,7.1,2.8,6.7,1.7,5.7,3.16,1,2
1469,10.0,3.0,8.2,1.0,1.8,3.81,2,3
1470,7.7,3.4,5.2,2.2,5.5,3.22,2,2
1471,6.2,1.8,5.4,5.7,4.9,2.98,2,1
1472,7.8,3.7,5.0,4.5,3.0,3.16,2,2
1473,9.5,0.6,5.5,2.5,5.9,3.44,2,2
1474,7.6,0.6,5.0,4.9,5.9,3.29,2,2
1475,5.4,2.5,9.6,1.3,5.2,2.69,0,1
1476,8.0,0.7,8.7,1.8,4.8,3.25,1,2
1477,7.3,2.4,5.9,4.4,4.0,3.3,2,2
1478,5.8,2.8,5.6,2.6,7.2,2.62,2,1
1479,6.2,3.0,6.3,5.3,3.2,2.91,1,1
1480,8.1,0.4,7.0,4.3,4.2,3.24,2,2
1481,8.3,2.5,6.4,2.3,4.5,3.31,2,2
1482,7.5,2.8,6.2,1.9,5.6,3.02,1,2
1483,6.7,0.1,6.7,4.8,5.7,3.01,1,2
1484,7.3,0.1,9.4,0.1,7.1,3.29,1,2
1485,9.7,2.0,6.7,5.2,0.4,3.47,2,2
1486,7.7,0.9,7.1,3.9,4.4,3.08,1,2
1487,8.6,0.0,9.7,0.9,4.8,3.14,2,2
1488,5.2,0.5,9.9,1.9,6.5,2.61,0,1
1489,5.6,0.4,8.6,5.1,4.3,2.81,0,1
1490,6.1,2.1,6.3,5.6,3.9,2.73,1,1
1491,9.5,2.3,6.8,2.1,3.3,3.74,2,3
1492,7.3,3.4,9.7,1.2,2.4,2.97,1,1
1493,7.8,0.4,6.0,2.5,7.3,3.24,1,2
1494,5.8,1.8,8.0,4.2,4.2,2.82,0,1
1495,6.9,3.5,7.8,2.5,3.3,3.02,1,2
1496,9.1,2.5,9.2,1.6,1.6,3.22,2,2
1497,5.6,0.1,6.5,4.2,7.6,2.71,0,1
1498,7.5,1.7,7.1,1.4,6.3,3.32,1,2
1499,5.7,0.8,5.3,1.2,11.0,2.74,2,1
1500,6.8,0.0,9.2,0.2,7.8,2.8,1,1
1501,9.7,3.6,7.7,1.6,1.4,3.22,2,2
1502,8.2,0.2,5.3,2.7,7.6,3.55,2,3
1503,7.7,3.6,5.5,4.9,2.3,3.06,2,2
1504,6.6,1.6,5.8,3.0,7.0,2.73,2,1
1505,9.0,1.8,7.5,4.8,0.9,3.33,2,2
1506,6.3,3.5,7.9,1.3,5.0,3.32,1,2
1507,6.3,3.2,5.2,6.0,3.3,3.0,2,2
1508,7.0,2.0,9.4,2.3,3.3,2.98,1,1
1509,7.7,0.2,5.0,1.5,9.6,3.0,2,2
1510,5.6,1.6,8.2,4.3,4.3,2.91,0,1
1511,5.9,0.3,9.7,1.6,6.5,2.76,0,1
1512,9.1,3.1,8.0,1.3,2.5,3.46,2,2
1513,6.3,0.5,7.5,3.5,6.2,2.87,1,1
1514,6.8,2.6,9.5,0.8,4.3,2.58,1,1
1515,6.9,0.6,8.1,4.4,4.0,3.0,1,2
1516,9.8,0.3,8.0,0.3,5.6,3.53,2,3
1517,9.5,2.1,8.3,3.4,0.7,3.35,2,2
1518,5.6,1.9,8.0,0.2,8.3,2.99,0,1
1519,6.4,0.1,7.1,5.4,5.0,2.72,1,1
1520,9.6,3.0,8.7,1.9,0.8,3.45,2,2
1521,6.0,0.8,8.4,1.3,7.5,3.19,1,2
1522,8.9,1.8,9.0,3.6,0.7,3.27,2,2
1523,8.3,0.9,6.4,1.9,6.5,3.18,2,2
1524,6.0,1.8,9.5,0.6,6.1,2.78,1,1
1525,8.6,2.7,5.5,5.5,1.7,2.9,2,1
1526,8.8,1.0,8.5,0.2,5.5,3.52,2,3
1527,9.2,1.8,8.2,1.1,3.7,3.6,2,3
1528,7.4,2.5,7.3,5.4,1.4,3.25,1,2
1529,7.5,3.4,9.0,1.7,2.4,3.03,1,2
1530,9.1,0.9,7.6,4.8,1.6,3.08,2,2
1531,6.8,2.6,6.2,0.7,7.7,3.0,1,2
1532,6.4,3.4,6.7,5.8,1.7,2.98,1,1
1533,9.9,1.1,5.2,4.2,3.6,3.3,2,2
1534,8.5,0.1,9.4,0.8,5.2,3.25,2,2
1535,5.6,0.7,9.8,4.2,3.7,2.75,0,1
1536,6.7,0.9,7.4,3.3,5.7,3.26,1,2
1537,8.2,1.0,9.7,0.9,4.2,2.81,2,1
1538,7.2,2.3,7.2,2.5,4.8,3.03,1,2
1539,8.7,2.7,9.2,0.8,2.6,3.58,2,3
1540,6.8,1.9,6.6,0.9,7.8,3.38,1,2
1541,6.1,0.4,8.4,4.0,5.1,2.88,1,1
1542,7.9,3.9,7.7,4.1,0.4,3.4,1,2
1543,5.4,0.8,7.2,3.5,7.1,2.71,0,1
1544,9.0,2.4,6.0,3.0,3.6,3.32,2,2
1545,8.7,3.1,7.5,1.4,3.3,2.99,2,1
1546,8.7,1.0,5.9,3.2,5.2,3.17,2,2
1547,6.4,2.5,5.6,3.9,5.6,2.89,2,1
1548,8.9,2.4,9.9,1.0,1.8,3.44,2,2
1549,8.4,0.3,7.0,5.8,2.5,2.9,2,1
1550,5.6,2.8,8.2,2.2,5.2,2.91,0,1
1551,9.8,0.1,6.5,5.5,2.1,3.24,2,2
1552,7.7,3.3,5.5,5.7,1.8,2.99,2,1
1553,9.0,0.7,8.6,2.2,3.5,3.62,2,3
1554,9.8,0.5,7.1,2.9,3.7,3.38,2,2
1555,6.9,1.5,5.3,4.1,6.2,2.77,2,1
1556,9.1,3.2,7.4,1.3,3.0,3.31,2,2
1557,8.2,1.2,6.2,4.4,4.0,3.08,2,2
1558,6.2,3.7,7.6,2.2,4.3,2.84,1,1
1559,9.4,1.6,6.7,1.2,5.1,3.11,2,2
1560,8.4,1.2,7.9,0.4,6.1,3.06,2,2
1561,6.0,1.6,9.7,2.3,4.4,2.66,1,1
1562,5.6,0.2,6.5,0.9,10.8,3.0,0,2
1563,5.9,3.0,5.1,3.3,6.7,2.91,2,1
1564,7.8,1.3,6.5,4.4,4.0,2.69,1,1
1565,9.4,0.8,5.5,5.4,2.9,3.55,2,3
1566,6.8,0.5,7.9,3.2,5.6,2.61,1,1
1567,6.0,1.8,9.0,3.5,3.7,2.92,1,1
1568,8.5,3.2,8.1,0.6,3.6,3.09,2,2
1569,8.6,2.7,5.1,2.5,5.1,3.54,2,3
1570,6.1,2.4,9.6,4.7,1.2,2.67,1,1
1571,9.6,3.9,5.1,3.4,2.0,3.65,2,3
1572,6.3,3.9,8.1,4.5,1.2,2.89,1,1
1573,5.4,0.7,8.8,0.1,9.0,2.57,0,1
1574,8.1,2.8,6.7,0.6,5.8,3.5,2,3
1575,5.3,2.4,7.6,4.5,4.2,2.25,0,1
1576,7.0,0.1,6.7,5.9,4.3,3.12,1,2
1577,9.4,1.3,7.9,4.6,0.8,3.34,2,2
1578,5.4,2.0,9.8,4.2,2.6,2.8,0,1
1579,5.4,0.8,8.9,5.0,3.9,3.12,0,2
1580,5.1,3.3,8.9,1.6,5.1,3.02,0,2
1581,8.5,0.9,5.2,1.2,8.2,3.17,2,2
1582,7.1,2.0,7.4,1.6,5.9,2.86,1,1
1583,5.1,2.4,7.0,1.8,7.7,2.84,0,1
1584,9.3,2.0,5.7,4.2,2.8,3.51,2,3
1585,6.0,1.8,5.3,5.0,5.9,2.88,2,1
1586,8.7,2.5,9.0,1.6,2.2,3.53,2,3
1587,8.9,1.8,9.7,1.8,1.8,3.63,2,3
1588,9.1,2.2,5.9,2.8,4.0,3.33,2,2
1589,9.8,3.0,9.1,0.1,2.0,3.9,2,3
1590,9.2,0.2,9.3,2.9,2.4,3.29,2,2
1591,6.0,1.3,6.4,3.2,7.1,2.84,1,1
1592,6.2,1.8,7.6,4.6,3.8,2.98,1,1
1593,7.2,3.2,8.1,0.6,4.9,3.04,1,2
1594,7.0,3.0,7.9,2.3,3.8,2.81,1,1
1595,5.9,0.9,7.9,2.5,6.8,2.63,0,1
1596,8.3,3.4,6.3,2.9,3.1,3.26,2,2
1597,9.9,1.3,8.0,0.4,4.4,3.33,2,2
1598,9.8,2.9,8.9,1.7,0.7,3.51,2,3
1599,7.9,1.8,9.3,4.8,0.2,3.34,1,2
1600,7.9,2.2,7.3,1.3,5.3,3.18,1,2
1601,5.0,1.0,7.5,2.3,8.2,2.82,0,1
1602,6.8,1.8,5.7,0.3,9.4,3.01,2,2
1603,8.9,2.3,8.8,0.6,3.4,3.02,2,2
1604,6.1,0.0,5.7,1.9,10.3,3.01,2,2
1605,5.6,3.9,6.5,0.8,7.2,2.92,0,1
1606,5.3,3.4,9.8,1.4,4.1,2.53,0,1
1607,7.3,0.1,8.2,2.5,5.9,2.92,1,1
1608,8.3,1.7,5.9,4.1,4.0,3.11,2,2
1609,7.8,3.4,5.6,4.7,2.5,3.02,2,2
1610,8.5,1.8,9.7,0.6,3.4,3.34,2,2
1611,8.2,1.5,9.8,1.5,3.0,3.4,2,2
1612,10.0,1.0,7.2,3.0,2.8,3.37,2,2
1613,6.5,0.1,6.1,1.7,9.6,2.72,1,1
1614,9.4,2.8,5.4,3.9,2.5,3.37,2,2
1615,8.3,3.8,5.0,1.5,5.4,3.43,2,2
1616,5.5,2.1,6.2,1.1,9.1,2.98,0,1
1617,9.1,0.5,7.3,5.6,1.5,3.37,2,2
1618,5.9,1.3,7.1,1.9,7.8,2.91,0,1
1619,6.4,3.9,5.8,4.4,3.5,2.91,2,1
1620,5.9,2.6,8.6,4.1,2.8,2.98,0,1
1621,6.6,1.0,9.8,5.5,1.1,3.23,1,2
1622,7.3,1.7,5.8,2.6,6.6,3.07,2,2
1623,7.7,0.1,7.2,4.7,4.3,3.37,1,2
1624,9.5,0.1,7.8,4.7,1.9,3.71,2,3
1625,7.7,1.3,5.7,5.3,4.0,3.36,2,2
1626,7.9,2.7,9.0,2.9,1.5,3.17,1,2
1627,7.0,2.1,9.0,2.2,3.7,2.89,1,1
1628,9.6,0.4,8.2,2.4,3.4,3.4,2,2
1629,7.0,2.7,5.3,3.6,5.4,3.17,2,2
1630,5.9,3.6,8.3,5.3,0.9,2.99,0,1
1631,7.4,2.2,9.6,4.3,0.5,2.77,1,1
1632,7.0,1.6,6.4,1.6,7.4,2.97,1,1
1633,9.3,0.3,8.4,1.0,5.0,3.29,2,2
1634,6.3,3.1,9.4,1.2,4.0,2.91,1,1
1635,7.3,1.9,9.4,4.1,1.3,3.51,1,3
1636,9.2,0.0,7.0,5.4,2.4,3.41,2,2
1637,8.7,2.2,7.6,1.9,3.6,3.73,2,3
1638,7.1,2.9,9.3,0.7,4.0,3.12,1,2
1639,7.3,1.6,8.4,1.5,5.2,3.27,1,2
1640,7.1,3.6,10.0,0.4,2.9,3.13,1,2
1641,6.2,3.8,9.8,0.4,3.8,3.17,1,2
1642,5.1,2.4,6.4,5.2,4.9,2.77,0,1
1643,6.4,2.7,8.4,1.3,5.2,2.94,1,1
1644,6.4,3.2,9.0,2.5,2.9,2.87,1,1
1645,8.0,2.4,9.1,1.9,2.6,3.01,1,2
1646,7.7,1.8,7.2,0.5,6.8,2.97,1,1
1647,8.6,0.9,6.0,2.5,6.0,3.38,2,2
1648,6.9,1.8,7.7,1.2,6.4,2.75,1,1
1649,5.8,3.5,7.2,2.5,5.0,2.87,0,1
1650,7.8,2.2,8.5,1.0,4.5,3.06,1,2
1651,6.3,3.2,9.7,0.7,4.1,2.65,1,1
1652,5.3,1.3,5.7,4.3,7.4,2.79,2,1
1653,7.7,0.6,5.0,4.8,5.9,3.23,2,2
1654,6.7,2.3,6.6,0.5,7.9,2.77,1,1
1655,6.1,0.8,7.1,3.9,6.1,3.4,1,2
1656,9.8,2.4,7.4,2.5,1.9,3.56,2,3
1657,9.6,3.3,6.6,1.1,3.4,3.45,2,2
1658,8.7,2.0,5.3,4.3,3.7,2.96,2,1
1659,9.0,1.2,8.3,2.3,3.2,3.74,2,3
1660,9.4,2.0,6.6,4.5,1.5,3.46,2,2
1661,6.1,1.6,9.3,4.3,2.7,2.65,1,1
1662,6.8,1.1,5.9,4.5,5.7,2.93,2,1
1663,6.3,1.8,6.9,5.9,3.1,2.8,1,1
1664,5.4,2.4,8.0,2.5,5.7,2.77,0,1
1665,7.2,0.2,7.6,3.0,6.0,2.83,1,1
1666,6.3,0.7,9.8,5.1,2.1,3.03,1,2
1667,6.2,1.3,6.0,3.0,7.5,3.12,1,2
1668,5.8,3.2,9.0,0.8,5.2,2.88,0,1
1669,7.0,0.7,6.3,1.6,8.4,2.63,1,1
1670,9.7,0.5,9.9,0.9,3.0,3.72,2,3
1671,8.9,1.4,5.7,5.1,2.9,3.55,2,3
1672,7.8,1.9,7.5,4.4,2.4,2.91,1,1
1673,5.4,2.7,9.5,0.3,6.1,2.9,0,1
1674,7.2,1.6,5.7,3.0,6.5,2.94,2,1
1675,5.6,1.9,8.8,1.5,6.2,2.89,0,1
1676,8.4,3.4,7.1,3.9,1.2,3.26,2,2
1677,5.2,0.5,6.0,2.4,9.9,2.69,0,1
1678,8.3,2.8,7.9,1.8,3.2,3.44,2,2
1679,7.9,1.4,5.4,6.0,3.3,3.11,2,2
1680,8.3,1.3,7.0,1.6,5.8,3.39,2,2
1681,6.7,1.6,8.6,3.1,4.0,3.54,1,3
1682,9.6,0.2,7.9,5.1,1.2,3.46,2,2
1683,6.2,3.5,5.1,4.4,4.8,2.97,2,1
1684,7.2,0.2,9.6,2.8,4.2,3.19,1,2
1685,5.1,2.8,7.4,0.7,8.0,3.15,0,2
1686,7.5,3.3,9.3,2.4,1.5,3.36,1,2
1687,5.1,2.8,7.1,3.4,5.6,2.5,0,1
1688,9.6,0.5,8.4,0.0,5.5,3.7,2,3
1689,9.6,0.5,5.5,2.0,6.4,3.19,2,2
1690,7.9,1.8,5.2,1.9,7.2,3.07,2,2
1691,9.1,2.8,8.6,2.4,1.1,3.24,2,2
1692,6.4,3.3,9.9,2.2,2.2,2.9,1,1
1693,5.0,0.6,6.6,3.5,8.3,2.89,0,1
1694,8.9,3.0,8.0,2.6,1.5,3.29,2,2
1695,8.2,2.5,7.8,5.4,0.1,3.4,2,2
1696,9.4,0.9,5.4,2.9,5.4,3.56,2,3
1697,7.6,3.3,7.2,3.4,2.5,3.03,1,2
1698,8.1,3.3,5.8,3.6,3.2,3.22,2,2
1699,8.0,0.7,5.6,5.9,3.8,2.93,2,1
1700,5.9,2.7,8.0,3.9,3.5,2.78,0,1
1701,5.4,3.6,6.9,1.9,6.2,2.35,0,1
1702,9.3,3.7,6.5,3.9,0.6,3.24,2,2
1703,8.9,3.7,6.2,3.0,2.2,3.49,2,2
1704,5.0,2.3,6.7,1.9,8.1,2.64,0,1
1705,8.2,3.4,8.0,3.8,0.6,3.26,2,2
1706,7.3,0.0,7.8,4.0,4.9,2.75,1,1
1707,8.0,2.9,7.9,0.3,4.9,3.25,1,2
1708,6.4,0.3,7.1,3.3,6.9,2.77,1,1
1709,6.6,2.9,8.2,2.0,4.3,3.14,1,2
1710,8.2,2.2,5.1,4.2,4.3,3.48,2,2
1711,6.9,3.8,9.1,2.5,1.7,2.88,1,1
1712,6.7,1.9,6.5,3.1,5.8,2.87,1,1
1713,5.8,3.9,5.5,5.6,3.2,2.88,2,1
1714,8.6,1.7,8.2,1.9,3.6,3.46,2,2
1715,6.5,2.3,7.5,3.5,4.2,2.8,1,1
1716,5.4,0.2,6.3,0.4,11.7,2.53,0,1
1717,5.5,3.3,5.2,4.0,6.0,2.95,2,1
1718,7.4,1.2,7.6,2.3,5.5,3.03,1,2
1719,7.8,0.5,10.0,2.4,3.3,3.43,1,2
1720,6.8,3.3,7.3,4.3,2.3,2.83,1,1
1721,5.5,3.4,8.7,1.3,5.1,2.74,0,1
1722,9.9,1.0,7.3,0.2,5.6,3.32,2,2
1723,7.0,2.3,9.8,2.5,2.4,3.09,1,2
1724,5.2,1.3,7.9,5.7,3.9,3.04,0,2
1725,9.3,0.9,6.1,1.2,6.5,3.29,2,2
1726,7.5,1.9,6.3,3.0,5.3,3.4,1,2
1727,5.2,0.5,9.4,4.5,4.4,2.9,0,1
1728,6.8,3.0,8.9,4.0,1.3,2.49,1,1
1729,8.6,0.8,6.7,2.8,5.1,3.52,2,3
1730,6.6,0.6,7.0,5.9,3.9,2.83,1,1
1731,6.1,2.4,7.2,0.4,7.9,3.29,1,2
1732,7.6,3.5,6.4,0.5,6.0,3.12,1,2
1733,9.7,1.5,7.9,3.9,1.0,3.69,2,3
1734,5.7,1.2,5.7,4.9,6.5,2.66,2,1
1735,6.1,2.9,9.7,2.8,2.5,2.5,1,1
1736,6.6,1.9,8.0,5.9,1.6,3.41,1,2
1737,9.7,3.4,9.4,0.7,0.8,3.6,2,3
1738,7.0,3.8,7.1,3.6,2.5,3.11,1,2
1739,8.5,3.8,6.2,4.1,1.4,2.93,2,1
1740,8.9,2.2,8.3,1.5,3.1,3.37,2,2
1741,7.4,2.5,7.0,1.2,5.9,3.11,1,2
1742,8.7,1.6,6.8,2.4,4.5,3.42,2,2
1743,7.0,2.2,7.7,3.0,4.1,3.05,1,2
1744,5.8,0.5,9.7,3.6,4.4,2.65,0,1
1745,8.3,1.6,9.5,2.9,1.7,3.12,2,2
1746,9.8,3.3,9.3,0.3,1.3,3.73,2,3
1747,6.4,1.1,6.4,5.1,5.0,2.79,1,1
1748,6.2,3.2,7.8,0.0,6.8,2.8,1,1
1749,7.1,1.6,5.6,4.1,5.6,3.28,2,2
1750,8.6,0.0,9.8,4.6,1.0,3.48,2,2
1751,9.5,0.1,9.7,3.8,0.9,3.57,2,3
1752,9.7,1.8,8.0,2.1,2.4,3.82,2,3
1753,9.7,0.3,7.5,4.1,2.4,3.53,2,3
1754,9.5,3.8,5.3,2.2,3.2,3.7,2,3
1755,5.1,1.3,7.7,5.5,4.4,2.8,0,1
1756,7.7,1.1,9.5,5.3,0.4,2.99,1,1
1757,7.0,3.6,6.9,4.4,2.1,2.84,1,1
1758,9.6,1.8,8.7,1.4,2.5,3.43,2,2
1759,5.1,0.4,7.5,4.1,6.9,3.01,0,2
1760,8.5,2.8,7.5,4.8,0.4,3.06,2,2
1761,7.4,1.8,6.0,1.8,7.0,3.13,1,2
1762,6.2,1.2,8.9,2.0,5.7,2.85,1,1
1763,6.2,0.7,8.9,0.8,7.4,3.02,1,2
1764,8.4,2.5,9.1,0.2,3.8,2.65,2,1
1765,6.5,1.1,5.7,1.7,9.0,3.02,2,2
1766,8.3,1.5,8.6,1.9,3.7,2.86,2,1
1767,6.5,2.2,5.1,0.5,9.7,3.1,2,2
1768,8.6,0.4,9.2,4.2,1.6,3.27,2,2
1769,8.1,3.3,7.0,1.2,4.4,3.8,2,3
1770,7.7,2.3,9.7,3.9,0.4,3.3,1,2
1771,9.4,3.2,9.7,0.2,1.5,3.4,2,2
1772,9.2,2.0,8.7,0.6,3.5,3.03,2,2
1773,6.3,2.9,5.8,2.1,6.9,2.78,2,1
1774,8.5,1.5,7.8,0.6,5.6,3.02,2,2
1775,9.0,1.5,8.2,3.8,1.5,3.41,2,2
1776,8.1,1.7,5.9,5.7,2.6,3.17,2,2
1777,8.8,0.8,6.7,4.9,2.8,3.53,2,3
1778,7.2,2.9,6.9,1.3,5.7,3.23,1,2
1779,8.2,3.9,6.6,2.4,2.9,3.32,2,2
1780,9.2,3.0,5.3,6.0,0.5,3.77,2,3
1781,8.8,3.5,8.3,2.9,0.5,3.26,2,2
1782,9.4,0.8,5.4,4.7,3.7,3.25,2,2
1783,9.2,0.7,9.3,3.3,1.5,3.64,2,3
1784,7.1,0.8,6.4,3.0,6.7,3.08,1,2
1785,7.7,3.2,9.0,2.4,1.7,3.03,1,2
1786,5.3,3.5,5.4,1.5,8.3,2.91,2,1
1787,8.5,1.6,9.4,1.3,3.2,2.9,2,1
1788,7.7,3.5,9.6,0.9,2.3,3.39,1,2
1789,7.3,2.2,9.7,4.8,0.0,3.25,1,2
1790,6.9,0.0,5.0,2.8,9.3,2.85,2,1
1791,7.4,0.1,8.4,1.8,6.3,2.75,1,1
1792,5.8,1.6,6.2,3.2,7.2,2.98,0,1
1793,6.0,2.0,5.8,4.0,6.2,2.81,2,1
1794,7.3,0.3,8.0,1.6,6.8,3.15,1,2
1795,7.6,2.1,9.6,2.6,2.1,2.78,1,1
1796,9.7,3.1,6.4,4.1,0.7,3.76,2,3
1797,7.2,3.3,9.1,0.8,3.6,2.87,1,1
1798,6.5,1.2,8.6,1.4,6.3,3.18,1,2
1799,5.0,2.9,5.9,0.6,9.6,2.63,2,1
1800,7.4,0.2,9.9,4.3,2.2,2.84,1,1
1801,6.6,1.3,7.2,3.8,5.1,2.93,1,1
1802,9.3,1.0,6.9,5.2,1.6,3.32,2,2
1803,8.3,1.4,8.4,0.1,5.8,3.23,2,2
1804,9.1,3.8,9.6,1.4,0.1,3.71,2,3
1805,7.6,1.4,7.3,4.1,3.6,3.09,1,2
1806,9.6,3.3,9.9,1.1,0.1,3.5,2,3
1807,6.4,0.4,5.6,1.7,9.9,3.21,2,2
1808,9.5,2.5,5.0,1.1,5.9,3.52,2,3
1809,5.5,1.5,7.5,0.3,9.2,2.61,0,1
1810,8.2,1.9,7.5,2.6,3.8,3.13,2,2
1811,9.8,0.9,7.6,4.2,1.5,3.62,2,3
1812,6.9,1.9,5.4,3.7,6.1,3.05,2,2
1813,6.4,0.6,7.7,3.2,6.1,3.0,1,2
1814,8.1,0.8,7.3,4.3,3.5,3.12,2,2
1815,7.6,1.6,6.6,3.7,4.5,3.18,1,2
1816,5.4,1.8,9.5,0.6,6.7,2.9,0,1
1817,9.9,3.8,5.4,4.6,0.3,3.69,2,3
1818,7.1,1.8,8.2,4.6,2.3,2.98,1,1
1819,5.2,2.4,5.9,2.1,8.4,2.69,2,1
